seat_key,seat_type,state,current_name,current_seat,names,n_names,first_year,last_year,n_contests,still_current
state|Johor|tanjong surat,state,Johor,Tanjong Surat,N.39 Tanjong Surat,Tanjong Surat,1,2004,2013,3,False
state|Johor|tanjung surat,state,Johor,Tanjung Surat,N.39 Tanjung Surat,Tanjung Surat,1,2018,2022,2,True
state|Johor|tenang,state,Johor,Tenang,N.05 Tenang,Tenang,1,1986,2022,10,True
state|Johor|tenggaroh,state,Johor,Tenggaroh,N.33 Tenggaroh,Tenggaroh,1,1986,2022,9,True
state|Johor|tiram,state,Johor,Tiram,N.40 Tiram,Tiram,1,1974,2022,12,True
state|Johor|yong peng,state,Johor,Yong Peng,N.19 Yong Peng,Yong Peng,1,2004,2022,5,True
state|Kedah|alor janggus,state,Kedah,Alor Janggus,N.11 Alor Janggus,Alor Janggus,1,1986,1990,2,False
state|Kedah|alor mengkudu,state,Kedah,Alor Mengkudu,N.14 Alor Mengkudu,Alor Mengkudu,1,2004,2023,5,True
state|Kedah|alor merah,state,Kedah,Alor Merah,N.14 Alor Merah,Alor Merah,1,1974,1999,7,False
state|Kedah|alor star luar,state,Kedah,Alor Star Luar,N.08 Alor Star Luar,Alor Star Luar,1,1959,1969,3,False
state|Kedah|alor star pekan,state,Kedah,Alor Star Pekan,N.07 Alor Star Pekan,Alor Star Pekan,1,1959,1969,3,False
state|Kedah|anak bukit,state,Kedah,Anak Bukit,N.15 Anak Bukit,Anak Bukit,1,1974,2023,11,True
state|Kedah|ayer hangat,state,Kedah,Ayer Hangat,N.01 Ayer Hangat,Ayer Hangat,1,2004,2023,5,True
state|Kedah|ayer hitam,state,Kedah,Ayer Hitam,N.04 Ayer Hitam,Ayer Hitam,1,1995,2023,7,True
state|Kedah|ayer puteh,state,Kedah,Ayer Puteh,N.14 Ayer Puteh,Ayer Puteh,1,1986,1990,2,False
state|Kedah|bakar arang,state,Kedah,Bakar Arang,N.28 Bakar Arang,Bakar Arang,1,1995,2023,7,True
state|Kedah|bakar bata,state,Kedah,Bakar Bata,N.12 Bakar Bata,Bakar Bata,1,2004,2013,3,False
state|Kedah|baling barat,state,Kedah,Baling Barat,N.18 Baling Barat,Baling Barat,1,1959,1969,4,False
state|Kedah|baling timor,state,Kedah,Baling Timor,N.17 Baling Timor,Baling Timor,1,1959,1969,3,False
state|Kedah|bandar alor setar,state,Kedah,Bandar Alor Setar,N.10 Bandar Alor Setar,Bandar Alor Setar,1,1974,1982,3,False
state|Kedah|bandar baru,state,Kedah,Bandar Baharu,N.36 Bandar Baharu,Bandar Baharu / Bandar Bahru,2,1959,2023,12,True
state|Kedah|bayu,state,Kedah,Bayu,N.30 Bayu,Bayu,1,1974,2023,13,True
state|Kedah|belantek,state,Kedah,Belantek,N.23 Belantek,Belantek,1,1995,2023,7,True
state|Kedah|bukit kayu hitam,state,Kedah,Bukit Kayu Hitam,N.05 Bukit Kayu Hitam,Bukit Kayu Hitam,1,2004,2023,5,True
state|Kedah|bukit lada,state,Kedah,Bukit Lada,N.09 Bukit Lada,Bukit Lada,1,1995,2023,7,True
state|Kedah|bukit pinang,state,Kedah,Bukit Pinang,N.10 Bukit Pinang,Bukit Pinang,1,2004,2023,5,True
state|Kedah|bukit raya,state,Kedah,Bukit Raya,N.18 Bukit Raya,Bukit Raya,1,1974,1999,8,False
state|Kedah|bukit selambau,state,Kedah,Bukit Selambau,N.25 Bukit Selambau,Bukit Selambau,1,1986,2023,10,True
state|Kedah|derga,state,Kedah,Derga,N.11 Derga,Derga,1,1986,2023,9,True
state|Kedah|guar chempedak,state,Kedah,Guar Chempedak,N.21 Guar Chempedak,Guar Chempedak,1,1995,2023,7,True
state|Kedah|gurun,state,Kedah,Gurun,N.22 Gurun,Gurun,1,1986,2023,9,True
state|Kedah|jeneri,state,Kedah,Jeneri,N.24 Jeneri,Jeneri,1,1986,2023,9,True
state|Kedah|jeniang,state,Kedah,Jeniang,N.19 Jeniang,Jeniang,1,1974,1982,3,False
state|Kedah|jerlun,state,Kedah,Jerlun,N.02 Jerlun,Jerlun,1,1974,1991,6,False
state|Kedah|jerlun-kodiang,state,Kedah,Jerlun-Kodiang,N.03 Jerlun-Kodiang,Jerlun-Kodiang,1,1959,1969,3,False
state|Kedah|jitra,state,Kedah,Jitra,N.06 Jitra,Jitra,1,1959,2023,16,True
state|Kedah|kangkong-bukit raya,state,Kedah,Kangkong-Bukit Raya,N.11 Kangkong-Bukit Raya,Kangkong-Bukit Raya,1,1959,1969,3,False
state|Kedah|kota,state,Kedah,Kota,N.14 Kota,Kota,1,1959,1969,3,False
state|Kedah|kota darul aman,state,Kedah,Kota Darul Aman,N.13 Kota Darul Aman,Kota Darul Aman,1,1995,2023,7,True
state|Kedah|kota darulaman,state,Kedah,Kota Darulaman,N.10 Kota Darulaman,Kota Darulaman,1,1986,1990,2,False
state|Kedah|kota siputeh,state,Kedah,Kota Siputeh,N.03 Kota Siputeh,Kota Siputeh,1,1995,2023,7,True
state|Kedah|kota star barat,state,Kedah,Kota Star Barat,N.10 Kota Star Barat,Kota Star Barat,1,1959,1969,3,False
state|Kedah|kuah,state,Kedah,Kuah,N.02 Kuah,Kuah,1,1995,2023,7,True
state|Kedah|kuala ketil,state,Kedah,Kuala Ketil,N.32 Kuala Ketil,Kuala Ketil,1,1974,2023,10,True
state|Kedah|kuala nerang,state,Kedah,Kuala Nerang,N.07 Kuala Nerang,Kuala Nerang,1,1974,2023,12,True
state|Kedah|kubang rotan,state,Kedah,Kubang Rotan,N.16 Kubang Rotan,Kubang Rotan,1,1995,2023,7,True
state|Kedah|kulim,state,Kedah,Kulim,N.35 Kulim,Kulim,1,1959,2023,15,True
state|Kedah|kupang,state,Kedah,Kupang,N.31 Kupang,Kupang,1,1974,2023,12,True
state|Kedah|langgar,state,Kedah,Langgar,N.10 Langgar,Langgar,1,1986,1999,4,False
state|Kedah|langgar-limbong,state,Kedah,Langgar-Limbong,N.11 Langgar-Limbong,Langgar-Limbong,1,1959,1982,6,False
state|Kedah|langkawi,state,Kedah,Langkawi,N.01 Langkawi,Langkawi,1,1959,1990,8,False
state|Kedah|lunas,state,Kedah,Lunas,N.34 Lunas,Lunas,1,1959,2023,17,True
state|Kedah|merbau pulas,state,Kedah,Merbau Pulas,N.33 Merbau Pulas,Merbau Pulas,1,1974,2023,12,True
state|Kedah|merbok,state,Kedah,Merbok,N.20 Merbok,Merbok,1,1974,1982,4,False
state|Kedah|padang,state,Kedah,Padang,N.12 Padang,Padang,1,1959,1969,4,False
state|Kedah|padang matsirat,state,Kedah,Padang Matsirat,N.01 Padang Matsirat,Padang Matsirat,1,1995,1999,2,False
state|Kedah|padang terap,state,Kedah,Padang Terap,N.02 Padang Terap,Padang Terap,1,1959,1969,3,False
state|Kedah|pantai merdeka,state,Kedah,Pantai Merdeka,N.27 Pantai Merdeka,Pantai Merdeka,1,1986,2023,10,True
state|Kedah|pedu,state,Kedah,Pedu,N.08 Pedu,Pedu,1,1995,2023,7,True
state|Kedah|pekan sungei patani,state,Kedah,Pekan Sungei Patani,N.19 Pekan Sungei Patani,Pekan Sungei Patani,1,1959,1969,3,False
state|Kedah|pendang,state,Kedah,Pendang,N.14 Pendang,Pendang,1,1974,1982,3,False
state|Kedah|pengkalan kundor,state,Kedah,Pengkalan Kundor,N.17 Pengkalan Kundor,Pengkalan Kundor,1,1974,2023,12,True
state|Kedah|pokok sena,state,Kedah,Pokok Sena,N.06 Pokok Sena,Pokok Sena,1,1959,1990,8,False
state|Kedah|sala,state,Kedah,Sala,N.20 Sala,Sala,1,1959,1999,10,False
state|Kedah|serdang,state,Kedah,Serdang,N.26 Serdang,Serdang,1,1974,1982,3,False
state|Kedah|sidam,state,Kedah,Sidam,N.29 Sidam,Sidam,1,1959,2023,11,True
state|Kedah|sik,state,Kedah,Sik,N.13 Sik,Sik,1,1974,1982,3,False
state|Kedah|sik-gurun,state,Kedah,Sik-Gurun,N.13 Sik-Gurun,Sik-Gurun,1,1959,1969,3,False
state|Kedah|suka menanti,state,Kedah,Suka Menanti,N.12 Suka Menanti,Suka Menanti,1,2018,2023,2,True
state|Kedah|sungai limau,state,Kedah,Sungai Limau,N.20 Sungai Limau,Sungai Limau,1,2004,2023,6,True
state|Kedah|sungai tiang,state,Kedah,Sungai Tiang,N.19 Sungai Tiang,Sungai Tiang,1,1995,2023,7,True
state|Kedah|sungei patani luar,state,Kedah,Sungei Patani Luar,N.20 Sungei Patani Luar,Sungei Patani Luar,1,1959,1969,3,False
state|Kedah|tanjong dawai,state,Kedah,Tanjong Dawai,N.26 Tanjong Dawai,Tanjong Dawai,1,1986,2023,9,True
state|Kedah|tanjong seri,state,Kedah,Tanjong Seri,N.11 Tanjong Seri,Tanjong Seri,1,1995,1999,2,False
state|Kedah|tikam batu,state,Kedah,Tikam Batu,N.24 Tikam Batu,Tikam Batu,1,1974,1990,5,False
state|Kedah|tokai,state,Kedah,Tokai,N.18 Tokai,Tokai,1,2004,2023,5,True
state|Kedah|tunjang,state,Kedah,Tunjang,N.05 Tunjang,Tunjang,1,1959,1999,10,False
state|Kedah|yan,state,Kedah,Yan,N.16 Yan,Yan,1,1974,1990,5,False
state|Kedah|yen-merbok,state,Kedah,Yen-Merbok,N.16 Yen-Merbok,Yen-Merbok,1,1959,1971,4,False
state|Kelantan|air lanas,state,Kelantan,Air Lanas,N.37 Air Lanas,Air Lanas,1,1995,2023,7,True
state|Kelantan|apam putra,state,Kelantan,Apam Putra,N.16 Apam Putra,Apam Putra,1,2018,2023,2,True
state|Kelantan|bachok selatan,state,Kelantan,Bachok Selatan,N.15 Bachok Selatan,Bachok Selatan,1,1959,1969,3,False
state|Kelantan|bachok tengah,state,Kelantan,Bachok Tengah,N.14 Bachok Tengah,Bachok Tengah,1,1959,1969,3,False
state|Kelantan|bachok utara,state,Kelantan,Bachok Utara,N.13 Bachok Utara,Bachok Utara,1,1959,1969,4,False
state|Kelantan|bandar hilir,state,Kelantan,Bandar Hilir,N.10 Bandar Hilir,Bandar Hilir,1,1959,1969,3,False
state|Kelantan|bandar hulu,state,Kelantan,Bandar Hulu,N.11 Bandar Hulu,Bandar Hulu,1,1959,1969,3,False
state|Kelantan|bandar machang,state,Kelantan,Bandar Machang,N.26 Bandar Machang,Bandar Machang,1,1974,1982,3,False
state|Kelantan|bandar pasir mas,state,Kelantan,Bandar Pasir Mas,N.09 Bandar Pasir Mas,Bandar Pasir Mas,1,1959,1982,6,False
state|Kelantan|bandar pasir puteh,state,Kelantan,Bandar Pasir Puteh,N.29 Bandar Pasir Puteh,Bandar Pasir Puteh,1,1974,1982,3,False
state|Kelantan|banggol,state,Kelantan,Banggol,N.06 Banggol,Banggol,1,1986,1990,2,False
state|Kelantan|banggol judah,state,Kelantan,Banggol Judah,N.33 Banggol Judah,Banggol Judah,1,1986,1999,4,False
state|Kelantan|bukit bunga,state,Kelantan,Bukit Bunga,N.36 Bukit Bunga,Bukit Bunga,1,2004,2023,5,True
state|Kelantan|bukit panau,state,Kelantan,Bukit Panau,N.26 Bukit Panau,Bukit Panau,1,1974,2023,12,True
state|Kelantan|bukit tuku,state,Kelantan,Bukit Tuku,N.16 Bukit Tuku,Bukit Tuku,1,1986,2013,8,False
state|Kelantan|bunut payong,state,Kelantan,Bunut Payong,N.10 Bunut Payong,Bunut Payong,1,1986,2023,9,True
state|Kelantan|chempaka,state,Kelantan,Chempaka,N.06 Chempaka,Chempaka,1,1995,2023,8,True
state|Kelantan|cherang ruku,state,Kelantan,Cherang Ruku,N.22 Cherang Ruku,Cherang Ruku,1,1974,1990,5,False
state|Kelantan|chetok,state,Kelantan,Chetok,N.14 Chetok,Chetok,1,1986,2023,9,True
state|Kelantan|dabong,state,Kelantan,Dabong,N.42 Dabong,Dabong,1,1986,2023,9,True
state|Kelantan|demit,state,Kelantan,Demit,N.19 Demit,Demit,1,2004,2023,5,True
state|Kelantan|gaal,state,Kelantan,Gaal,N.32 Gaal,Gaal,1,1986,2023,9,True
state|Kelantan|galas,state,Kelantan,Galas,N.45 Galas,Galas,1,1986,2023,10,True
state|Kelantan|geting,state,Kelantan,Geting,N.01 Geting,Geting,1,1986,1990,2,False
state|Kelantan|gua musang,state,Kelantan,Gua Musang,N.35 Gua Musang,Gua Musang,1,1974,1982,3,False
state|Kelantan|gual ipoh,state,Kelantan,Gual Ipoh,N.27 Gual Ipoh,Gual Ipoh,1,1974,2023,12,True
state|Kelantan|gual periok,state,Kelantan,Gual Periok,N.15 Gual Periok,Gual Periok,1,1974,2023,12,True
state|Kelantan|guchil,state,Kelantan,Guchil,N.40 Guchil,Guchil,1,1974,2023,12,True
state|Kelantan|hulu kelantan barat,state,Kelantan,Ulu Kelantan Barat,N.30 Ulu Kelantan Barat,Ulu Kelantan Barat,1,1959,1969,3,False
state|Kelantan|hulu kelantan timor,state,Kelantan,Ulu Kelantan Timor,N.29 Ulu Kelantan Timor,Ulu Kelantan Timor,1,1959,1969,3,False
state|Kelantan|jelawat,state,Kelantan,Jelawat,N.22 Jelawat,Jelawat,1,1974,2023,12,True
state|Kelantan|jeli,state,Kelantan,Jeli,N.30 Jeli,Jeli,1,1974,1990,5,False
state|Kelantan|kadok,state,Kelantan,Kadok,N.24 Kadok,Kadok,1,1995,2023,7,True
state|Kelantan|kelaboran,state,Kelantan,Kelaboran,N.02 Kelaboran,Kelaboran,1,1995,2023,7,True
state|Kelantan|kemahang,state,Kelantan,Kemahang,N.28 Kemahang,Kemahang,1,1995,2023,7,True
state|Kelantan|kemumin,state,Kelantan,Kemumin,N.05 Kemumin,Kemumin,1,1974,1990,6,False
state|Kelantan|kemuning,state,Kelantan,Kemuning,N.35 Kemuning,Kemuning,1,1995,2023,7,True
state|Kelantan|kenali,state,Kelantan,Kenali,N.18 Kenali,Kenali,1,1995,1999,2,False
state|Kelantan|ketereh,state,Kelantan,Ketereh,N.24 Ketereh,Ketereh,1,1974,1999,7,False
state|Kelantan|kijang,state,Kelantan,Kijang,N.05 Kijang,Kijang,1,1995,2023,7,True
state|Kelantan|kok lanas,state,Kelantan,Kok Lanas,N.25 Kok Lanas,Kok Lanas,1,2004,2023,5,True
state|Kelantan|kota bharu barat,state,Kelantan,Kota Bharu Barat,N.17 Kota Bharu Barat,Kota Bharu Barat,1,1959,1969,3,False
state|Kelantan|kota bharu pantai,state,Kelantan,Kota Bharu Pantai,N.06 Kota Bharu Pantai,Kota Bharu Pantai,1,1959,1969,3,False
state|Kelantan|kota bharu selatan,state,Kelantan,Kota Bharu Selatan,N.18 Kota Bharu Selatan,Kota Bharu Selatan,1,1959,1969,3,False
state|Kelantan|kota bharu tengah,state,Kelantan,Kota Bharu Tengah,N.12 Kota Bharu Tengah,Kota Bharu Tengah,1,1959,1973,4,False
state|Kelantan|kota bharu timor,state,Kelantan,Kota Bharu Timor,N.16 Kota Bharu Timor,Kota Bharu Timor,1,1959,1969,3,False
state|Kelantan|kota bharu utara,state,Kelantan,Kota Bharu Utara,N.05 Kota Bharu Utara,Kota Bharu Utara,1,1959,1969,3,False
state|Kelantan|kota lama,state,Kelantan,Kota Lama,N.09 Kota Lama,Kota Lama,1,1995,2023,7,True
state|Kelantan|kuala balah,state,Kelantan,Kuala Balah,N.38 Kuala Balah,Kuala Balah,1,2004,2023,5,True
state|Kelantan|kuala kelantan,state,Kelantan,Kuala Kelantan,N.04 Kuala Kelantan,Kuala Kelantan,1,1959,1969,3,False
state|Kelantan|kubang kerian,state,Kelantan,Kubang Kerian,N.12 Kubang Kerian,Kubang Kerian,1,1974,1982,3,False
state|Kelantan|labok,state,Kelantan,Labok,N.32 Labok,Labok,1,1986,1990,2,False
state|Kelantan|lanas,state,Kelantan,Lanas,N.23 Lanas,Lanas,1,1974,1982,3,False
state|Kelantan|lemal,state,Kelantan,Lemal,N.17 Lemal,Lemal,1,1959,1982,6,False
state|Kelantan|limbongan,state,Kelantan,Limbongan,N.30 Limbongan,Limbongan,1,1986,2023,10,True
state|Kelantan|lundang,state,Kelantan,Lundang,N.09 Lundang,Lundang,1,1986,1994,3,False
state|Kelantan|machang selatan,state,Kelantan,Machang Selatan,N.28 Machang Selatan,Machang Selatan,1,1959,1969,3,False
state|Kelantan|machang utara,state,Kelantan,Machang Utara,N.25 Machang Utara,Machang Utara,1,1959,1969,3,False
state|Kelantan|manek urai,state,Kelantan,Manek Urai,N.41 Manek Urai,Manek Urai,1,1974,2023,13,True
state|Kelantan|melor,state,Kelantan,Melor,N.23 Melor,Melor,1,1995,2023,7,True
state|Kelantan|mengkebang,state,Kelantan,Mengkebang,N.39 Mengkebang,Mengkebang,1,1995,2023,7,True
state|Kelantan|meranti,state,Kelantan,Meranti,N.13 Meranti,Meranti,1,1959,2023,15,True
state|Kelantan|mulong,state,Kelantan,Mulong,N.17 Mulong,Mulong,1,1986,1990,2,False
state|Kelantan|nenggiri,state,Kelantan,Nenggiri,N.43 Nenggiri,Nenggiri,1,2004,2024,6,False
state|Kelantan|padang garong,state,Kelantan,Padang Garong,N.07 Padang Garong,Padang Garong,1,1986,1990,2,False
state|Kelantan|pahi,state,Kelantan,Pahi,N.33 Pahi,Pahi,1,1974,1982,3,False
state|Kelantan|paloh,state,Kelantan,Paloh,N.44 Paloh,Paloh,1,1986,2023,9,True
state|Kelantan|panchor,state,Kelantan,Panchor,N.07 Panchor,Panchor,1,1995,2023,7,True
state|Kelantan|panglima bayu,state,Kelantan,Panglima Bayu,N.29 Panglima Bayu,Panglima Bayu,1,1986,1990,2,False
state|Kelantan|pantai irama,state,Kelantan,Pantai Irama,N.21 Pantai Irama,Pantai Irama,1,2018,2023,2,True
state|Kelantan|pasir pekan,state,Kelantan,Pasir Pekan,N.03 Pasir Pekan,Pasir Pekan,1,1995,2023,7,True
state|Kelantan|pasir puteh tengah,state,Kelantan,Pasir Puteh Tengah,N.23 Pasir Puteh Tengah,Pasir Puteh Tengah,1,1959,1974,4,False
state|Kelantan|pasir puteh tenggara,state,Kelantan,Pasir Puteh Tenggara,N.24 Pasir Puteh Tenggara,Pasir Puteh Tenggara,1,1959,1969,3,False
state|Kelantan|pasir puteh utara,state,Kelantan,Pasir Puteh Utara,N.22 Pasir Puteh Utara,Pasir Puteh Utara,1,1959,1969,3,False
state|Kelantan|pasir tumboh,state,Kelantan,Pasir Tumboh,N.18 Pasir Tumboh,Pasir Tumboh,1,1995,2023,7,True
state|Kelantan|pengkalan kubor,state,Kelantan,Pengkalan Kubor,N.01 Pengkalan Kubor,Pengkalan Kubor,1,1995,2023,8,True
state|Kelantan|pengkalan pasir,state,Kelantan,Pengkalan Pasir,N.12 Pengkalan Pasir,Pengkalan Pasir,1,1986,2023,10,True
state|Kelantan|pergau,state,Kelantan,Pergau,N.37 Pergau,Pergau,1,1995,1999,2,False
state|Kelantan|peringat,state,Kelantan,Peringat,N.18 Peringat,Peringat,1,1974,1990,5,False
state|Kelantan|perupok,state,Kelantan,Perupok,N.21 Perupok,Perupok,1,1974,2013,10,False
state|Kelantan|pulai chondong,state,Kelantan,Pulai Chondong,N.33 Pulai Chondong,Pulai Chondong,1,1974,2023,13,True
state|Kelantan|rantau panjang,state,Kelantan,Rantau Panjang,N.19 Rantau Panjang,Rantau Panjang,1,1959,1969,4,False
state|Kelantan|salor,state,Kelantan,Salor,N.17 Salor,Salor,1,1974,2023,12,True
state|Kelantan|selising,state,Kelantan,Selising,N.29 Selising,Selising,1,1974,2023,13,True
state|Kelantan|semerak,state,Kelantan,Semerak,N.31 Semerak,Semerak,1,1995,2023,8,True
state|Kelantan|semut api,state,Kelantan,Semut Api,N.04 Semut Api,Semut Api,1,1974,1990,5,False
state|Kelantan|sering,state,Kelantan,Sering,N.06 Sering,Sering,1,1974,1982,3,False
state|Kelantan|simpangan,state,Kelantan,Simpangan,N.01 Simpangan,Simpangan,1,1974,1982,3,False
state|Kelantan|sungai pinang,state,Kelantan,Sungai Pinang,N.02 Sungai Pinang,Sungai Pinang,1,1986,1991,3,False
state|Kelantan|sungei keladi,state,Kelantan,Sungei Keladi,N.10 Sungei Keladi,Sungei Keladi,1,1974,1982,3,False
state|Kelantan|sungei pinang,state,Kelantan,Sungei Pinang,N.02 Sungei Pinang,Sungei Pinang,1,1974,1982,3,False
state|Kelantan|sungei rasau,state,Kelantan,Sungei Rasau,N.27 Sungei Rasau,Sungei Rasau,1,1974,1982,3,False
state|Kelantan|tanah merah barat,state,Kelantan,Tanah Merah Barat,N.27 Tanah Merah Barat,Tanah Merah Barat,1,1959,1969,3,False
state|Kelantan|tanah merah timor,state,Kelantan,Tanah Merah Timor,N.26 Tanah Merah Timor,Tanah Merah Timor,1,1959,1969,3,False
state|Kelantan|tanjong mas,state,Kelantan,Tanjong Mas,N.08 Tanjong Mas,Tanjong Mas,1,1995,2023,7,True
state|Kelantan|tawang,state,Kelantan,Tawang,N.20 Tawang,Tawang,1,1974,2023,12,True
state|Kelantan|telipok,state,Kelantan,Telipok,N.11 Telipok,Telipok,1,1974,1982,3,False
state|Kelantan|temangan,state,Kelantan,Temangan,N.34 Temangan,Temangan,1,1974,2023,10,True
state|Kelantan|tendong,state,Kelantan,Tendong,N.11 Tendong,Tendong,1,1959,2023,16,True
state|Kelantan|tok uban,state,Kelantan,Tok Uban,N.18 Tok Uban,Tok Uban,1,1959,1982,6,False
state|Kelantan|tumpat barat,state,Kelantan,Tumpat Barat,N.01 Tumpat Barat,Tumpat Barat,1,1959,1972,4,False
state|Kelantan|tumpat tengah,state,Kelantan,Tumpat Tengah,N.02 Tumpat Tengah,Tumpat Tengah,1,1959,1969,4,False
state|Kelantan|tumpat timor,state,Kelantan,Tumpat Timor,N.03 Tumpat Timor,Tumpat Timor,1,1959,1969,3,False
state|Kelantan|wakaf baru,state,Kelantan,Wakaf Baharu,N.03 Wakaf Baharu,Wakaf Baharu,1,1986,1990,2,False
state|Kelantan|wakaf bharu,state,Kelantan,Wakaf Bharu,N.04 Wakaf Bharu,Wakaf Bharu,1,1974,2023,10,True
state|Melaka|alai,state,Melaka,Alai,N.20 Alai,Alai,1,1995,1999,2,False
state|Melaka|alor gajah,state,Melaka,Alor Gajah,N.14 Alor Gajah,Alor Gajah,1,1959,1969,3,False
state|Melaka|asahan,state,Melaka,Asahan,N.10 Asahan,Asahan,1,2004,2021,5,True
state|Melaka|ayer keroh,state,Melaka,Ayer Keroh,N.16 Ayer Keroh,Ayer Keroh,1,1974,2021,10,True
state|Melaka|ayer limau,state,Melaka,Ayer Limau,N.03 Ayer Limau,Ayer Limau,1,2004,2021,5,True
state|Melaka|ayer molek,state,Melaka,Ayer Molek,N.18 Ayer Molek,Ayer Molek,1,1974,2021,12,True
state|Melaka|ayer panas,state,Melaka,Ayer Panas,N.21 Ayer Panas,Ayer Panas,1,1974,1999,7,False
state|Melaka|bachang,state,Melaka,Bachang,N.15 Bachang,Bachang,1,1995,2013,5,False
state|Melaka|bandar hilir,state,Melaka,Bandar Hilir,N.22 Bandar Hilir,Bandar Hilir,1,1974,2021,12,True
state|Melaka|batang malaka,state,Melaka,Batang Malaka,N.16 Batang Malaka,Batang Malaka,1,1959,1969,3,False
state|Melaka|batang melaka,state,Melaka,Batang Melaka,N.06 Batang Melaka,Batang Melaka,1,1974,1982,3,False
state|Melaka|batu berendam,state,Melaka,Batu Berendam,N.03 Batu Berendam,Batu Berendam,1,1959,1969,3,False
state|Melaka|bemban,state,Melaka,Bemban,N.24 Bemban,Bemban,1,2004,2021,5,True
state|Melaka|bukit asahan,state,Melaka,Bukit Asahan,N.08 Bukit Asahan,Bukit Asahan,1,1986,1999,5,False
state|Melaka|bukit baru,state,Melaka,Bukit Baru,N.17 Bukit Baru,Bukit Baru,1,2004,2013,3,False
state|Melaka|bukit katil,state,Melaka,Bukit Katil,N.17 Bukit Katil,Bukit Katil,1,2018,2021,2,True
state|Melaka|bukit rambai,state,Melaka,Bukit Rambai,N.15 Bukit Rambai,Bukit Rambai,1,1959,1982,6,False
state|Melaka|bukit sedanan,state,Melaka,Bukit Sedanan,N.07 Bukit Sedanan,Bukit Sedanan,1,1995,1999,2,False
state|Melaka|durian daun,state,Melaka,Durian Daun,N.17 Durian Daun,Durian Daun,1,1974,1999,7,False
state|Melaka|durian tunggal,state,Melaka,Durian Tunggal,N.09 Durian Tunggal,Durian Tunggal,1,1995,2021,7,True
state|Melaka|duyong,state,Melaka,Duyong,N.21 Duyong,Duyong,1,1995,2021,7,True
state|Melaka|gadek,state,Melaka,Gadek,N.07 Gadek,Gadek,1,2004,2021,5,True
state|Melaka|jasin,state,Melaka,Jasin,N.18 Jasin,Jasin,1,1959,1969,3,False
state|Melaka|kandang,state,Melaka,Kandang,N.05 Kandang,Kandang,1,1959,1969,3,False
state|Melaka|kelebang,state,Melaka,Kelebang,N.14 Kelebang,Kelebang,1,2004,2021,5,True
state|Melaka|kelemak,state,Melaka,Kelemak,N.04 Kelemak,Kelemak,1,1974,1990,5,False
state|Melaka|kemuning,state,Melaka,Kemuning,N.06 Kemuning,Kemuning,1,1986,1990,2,False
state|Melaka|kesidang,state,Melaka,Kesidang,N.19 Kesidang,Kesidang,1,2004,2021,5,True
state|Melaka|kota barat,state,Melaka,Kota Barat,N.08 Kota Barat,Kota Barat,1,1959,1969,3,False
state|Melaka|kota laksamana,state,Melaka,Kota Laksamana,N.20 Kota Laksamana,Kota Laksamana,1,2004,2021,5,True
state|Melaka|kota selatan,state,Melaka,Kota Selatan,N.06 Kota Selatan,Kota Selatan,1,1959,1969,3,False
state|Melaka|kota tengah,state,Melaka,Kota Tengah,N.07 Kota Tengah,Kota Tengah,1,1959,1969,4,False
state|Melaka|kota timor,state,Melaka,Kota Timor,N.10 Kota Timor,Kota Timor,1,1959,1969,3,False
state|Melaka|kota utara,state,Melaka,Kota Utara,N.09 Kota Utara,Kota Utara,1,1959,1969,3,False
state|Melaka|krubong,state,Melaka,Krubong,N.10 Krubong,Krubong,1,1986,1990,2,False
state|Melaka|kuala linggi,state,Melaka,Kuala Linggi,N.01 Kuala Linggi,Kuala Linggi,1,1986,2021,10,True
state|Melaka|kubu,state,Melaka,Kubu,N.14 Kubu,Kubu,1,1974,1990,5,False
state|Melaka|lendu,state,Melaka,Lendu,N.04 Lendu,Lendu,1,2004,2021,5,True
state|Melaka|machap,state,Melaka,Machap,N.08 Machap,Machap,1,1974,2013,7,False
state|Melaka|machap jaya,state,Melaka,Machap Jaya,N.08 Machap Jaya,Machap Jaya,1,2018,2021,2,True
state|Melaka|masjid tanah,state,Melaka,Masjid Tanah,N.04 Masjid Tanah,Masjid Tanah,1,1959,1999,10,False
state|Melaka|melekek,state,Melaka,Melekek,N.03 Melekek,Melekek,1,1995,1999,3,False
state|Melaka|merlimau,state,Melaka,Merlimau,N.27 Merlimau,Merlimau,1,1995,2021,8,True
state|Melaka|nyalas,state,Melaka,Nyalas,N.07 Nyalas,Nyalas,1,1974,1982,3,False
state|Melaka|pantai kundor,state,Melaka,Pantai Kundor,N.12 Pantai Kundor,Pantai Kundor,1,2004,2021,5,True
state|Melaka|paya rumput,state,Melaka,Paya Rumput,N.13 Paya Rumput,Paya Rumput,1,1995,2021,7,True
state|Melaka|pengkalan batu,state,Melaka,Pengkalan Batu,N.15 Pengkalan Batu,Pengkalan Batu,1,2018,2021,2,True
state|Melaka|pringgit,state,Melaka,Pringgit,N.16 Pringgit,Pringgit,1,1974,1982,3,False
state|Melaka|pulau sebang,state,Melaka,Pulau Sebang,N.06 Pulau Sebang,Pulau Sebang,1,1959,1999,7,False
state|Melaka|ramuan china,state,Melaka,Ramuan China,N.02 Ramuan China,Ramuan China,1,1959,1999,5,False
state|Melaka|rembia,state,Melaka,Rembia,N.06 Rembia,Rembia,1,1995,2021,7,True
state|Melaka|rim,state,Melaka,Rim,N.25 Rim,Rim,1,1959,2021,12,True
