seat_key,seat_type,state,current_name,current_seat,names,n_names,first_year,last_year,n_contests,still_current
state|Perak|sungei raia,state,Perak,Sungei Raia,N.28 Sungei Raia,Sungei Raia,1,1959,1969,3,False
state|Perak|sungkai,state,Perak,Sungkai,N.57 Sungkai,Sungkai,1,1986,2022,9,True
state|Perak|taiping,state,Perak,Taiping,N.09 Taiping,Taiping,1,1959,1969,3,False
state|Perak|taman canning,state,Perak,Taman Canning,N.22 Taman Canning,Taman Canning,1,1995,1999,2,False
state|Perak|tanjong tualang,state,Perak,Tanjong Tualang,N.34 Tanjong Tualang,Tanjong Tualang,1,1959,1990,8,False
state|Perak|tapah,state,Perak,Tapah,N.31 Tapah,Tapah,1,1959,1982,6,False
state|Perak|tapah road,state,Perak,Tapah Road,N.39 Tapah Road,Tapah Road,1,1959,1969,3,False
state|Perak|tasek,state,Perak,Tasek,N.21 Tasek,Tasek,1,1986,1990,2,False
state|Perak|tebing tinggi,state,Perak,Tebing Tinggi,N.26 Tebing Tinggi,Tebing Tinggi,1,1986,2022,9,True
state|Perak|teja,state,Perak,Teja,N.46 Teja,Teja,1,1986,2022,9,True
state|Perak|temengor,state,Perak,Temengor,N.02 Temengor,Temengor,1,1974,2022,12,True
state|Perak|titi serong,state,Perak,Titi Serong,N.08 Titi Serong,Titi Serong,1,1986,2022,9,True
state|Perak|trong,state,Perak,Trong,N.15 Trong,Trong,1,1995,2022,7,True
state|Perak|tronoh,state,Perak,Tronoh,N.33 Tronoh,Tronoh,1,2004,2022,5,True
state|Perak|tualang sekah,state,Perak,Tualang Sekah,N.43 Tualang Sekah,Tualang Sekah,1,1995,2022,7,True
state|Perlis|arau,state,Perlis,Arau,N.08 Arau,Arau,1,1959,1969,3,False
state|Perlis|bandar arau,state,Perlis,Bandar Arau,N.10 Bandar Arau,Bandar Arau,1,1974,1982,3,False
state|Perlis|bandar kangar,state,Perlis,Bandar Kangar,N.04 Bandar Kangar,Bandar Kangar,1,1959,1982,7,False
state|Perlis|beseri,state,Perlis,Beseri,N.02 Beseri,Beseri,1,1986,2022,9,True
state|Perlis|bintong,state,Perlis,Bintong,N.06 Bintong,Bintong,1,1959,2022,15,True
state|Perlis|chuping,state,Perlis,Chuping,N.03 Chuping,Chuping,1,1974,2022,10,True
state|Perlis|guar sanji,state,Perlis,Guar Sanji,N.13 Guar Sanji,Guar Sanji,1,1986,2022,9,True
state|Perlis|hutan aji,state,Perlis,Hutan Aji,N.09 Hutan Aji,Hutan Aji,1,1959,1969,3,False
state|Perlis|indera kayangan,state,Perlis,Indera Kayangan,N.08 Indera Kayangan,Indera Kayangan,1,1986,2022,10,True
state|Perlis|kaki bukit,state,Perlis,Kaki Bukit,N.01 Kaki Bukit,Kaki Bukit,1,1959,1969,3,False
state|Perlis|kayang,state,Perlis,Kayang,N.10 Kayang,Kayang,1,1959,2022,15,True
state|Perlis|kota raja,state,Perlis,Kota Raja,N.11 Kota Raja,Kota Raja,1,1986,1990,2,False
state|Perlis|kuala perlis,state,Perlis,Kuala Perlis,N.09 Kuala Perlis,Kuala Perlis,1,1959,2022,15,True
state|Perlis|kurong anai,state,Perlis,Kurong Anai,N.13 Kurong Anai,Kurong Anai,1,1959,1990,8,False
state|Perlis|mata ayer,state,Perlis,Mata Ayer,N.04 Mata Ayer,Mata Ayer,1,1959,2022,10,True
state|Perlis|oran,state,Perlis,Oran,N.03 Oran,Oran,1,1974,1990,5,False
state|Perlis|padang pauh,state,Perlis,Padang Pauh,N.04 Padang Pauh,Padang Pauh,1,1986,1990,2,False
state|Perlis|pauh,state,Perlis,Pauh,N.11 Pauh,Pauh,1,1995,2022,7,True
state|Perlis|paya,state,Perlis,Paya,N.05 Paya,Paya,1,1959,1982,6,False
state|Perlis|sanglang,state,Perlis,Sanglang,N.15 Sanglang,Sanglang,1,1959,2022,15,True
state|Perlis|santan,state,Perlis,Santan,N.05 Santan,Santan,1,1995,2022,7,True
state|Perlis|sena,state,Perlis,Sena,N.07 Sena,Sena,1,1959,2022,12,True
state|Perlis|simpang empat,state,Perlis,Simpang Empat,N.14 Simpang Empat,Simpang Empat,1,1995,2022,7,True
state|Perlis|tambun tulang,state,Perlis,Tambun Tulang,N.12 Tambun Tulang,Tambun Tulang,1,1995,2022,7,True
state|Perlis|titi tinggi,state,Perlis,Titi Tinggi,N.01 Titi Tinggi,Titi Tinggi,1,1974,2022,13,True
state|Perlis|utan aji,state,Perlis,Utan Aji,N.10 Utan Aji,Utan Aji,1,1974,1990,5,False
state|Pulau Pinang|air itam,state,Pulau Pinang,Air Itam,N.33 Air Itam,Air Itam,1,1995,2023,7,True
state|Pulau Pinang|air putih,state,Pulau Pinang,Air Putih,N.23 Air Putih,Air Putih,1,2004,2023,5,True
state|Pulau Pinang|alma,state,Pulau Pinang,Alma,N.05 Alma,Alma,1,1959,1969,3,False
state|Pulau Pinang|ara rendang,state,Pulau Pinang,Ara Rendang,N.04 Ara Rendang,Ara Rendang,1,1986,1990,2,False
state|Pulau Pinang|ayer itam,state,Pulau Pinang,Ayer Itam,N.20 Ayer Itam,Ayer Itam,1,1959,1990,9,False
state|Pulau Pinang|bagan ajam,state,Pulau Pinang,Bagan Ajam,N.04 Bagan Ajam,Bagan Ajam,1,1959,1982,6,False
state|Pulau Pinang|bagan dalam,state,Pulau Pinang,Bagan Dalam,N.09 Bagan Dalam,Bagan Dalam,1,1974,2023,8,True
state|Pulau Pinang|bagan jermal,state,Pulau Pinang,Bagan Jermal,N.08 Bagan Jermal,Bagan Jermal,1,1974,2023,12,True
state|Pulau Pinang|balik pulau,state,Pulau Pinang,Balik Pulau,N.14 Balik Pulau,Balik Pulau,1,1959,1969,4,False
state|Pulau Pinang|batu lancang,state,Pulau Pinang,Batu Lancang,N.31 Batu Lancang,Batu Lancang,1,2004,2023,5,True
state|Pulau Pinang|batu lanchang,state,Pulau Pinang,Batu Lanchang,N.27 Batu Lanchang,Batu Lanchang,1,1986,1999,4,False
state|Pulau Pinang|batu maung,state,Pulau Pinang,Batu Maung,N.37 Batu Maung,Batu Maung,1,2004,2023,5,True
state|Pulau Pinang|batu uban,state,Pulau Pinang,Batu Uban,N.35 Batu Uban,Batu Uban,1,1986,2023,9,True
state|Pulau Pinang|bayan lepas,state,Pulau Pinang,Bayan Lepas,N.38 Bayan Lepas,Bayan Lepas,1,1959,2023,15,True
state|Pulau Pinang|berapit,state,Pulau Pinang,Berapit,N.13 Berapit,Berapit,1,1986,2023,9,True
state|Pulau Pinang|bertam,state,Pulau Pinang,Bertam,N.02 Bertam,Bertam,1,1974,2023,13,True
state|Pulau Pinang|bukit gelugor,state,Pulau Pinang,Bukit Gelugor,N.28 Bukit Gelugor,Bukit Gelugor,1,1974,1999,7,False
state|Pulau Pinang|bukit mertajam,state,Pulau Pinang,Bukit Mertajam,N.04 Bukit Mertajam,Bukit Mertajam,1,1959,1969,3,False
state|Pulau Pinang|bukit tambun,state,Pulau Pinang,Bukit Tambun,N.18 Bukit Tambun,Bukit Tambun,1,1974,2023,8,True
state|Pulau Pinang|bukit tengah,state,Pulau Pinang,Bukit Tengah,N.17 Bukit Tengah,Bukit Tengah,1,1974,2023,12,True
state|Pulau Pinang|butterworth,state,Pulau Pinang,Butterworth,N.01 Butterworth,Butterworth,1,1959,1969,3,False
state|Pulau Pinang|datuk keramat,state,Pulau Pinang,Datok Keramat,N.29 Datok Keramat,Datok Keramat,1,1974,2023,12,True
state|Pulau Pinang|dhoby ghaut,state,Pulau Pinang,Dhoby Ghaut,N.09 Dhoby Ghaut,Dhoby Ghaut,1,1959,1969,3,False
state|Pulau Pinang|glugor,state,Pulau Pinang,Glugor,N.13 Glugor,Glugor,1,1959,1969,3,False
state|Pulau Pinang|jawi,state,Pulau Pinang,Jawi,N.19 Jawi,Jawi,1,1986,2023,9,True
state|Pulau Pinang|jelutong,state,Pulau Pinang,Jelutong,N.12 Jelutong,Jelutong,1,1959,1969,3,False
state|Pulau Pinang|kampong kolam,state,Pulau Pinang,Kampong Kolam,N.24 Kampong Kolam,Kampong Kolam,1,1974,1999,8,False
state|Pulau Pinang|kebun bunga,state,Pulau Pinang,Kebun Bunga,N.24 Kebun Bunga,Kebun Bunga,1,1986,2023,9,True
state|Pulau Pinang|kelawai,state,Pulau Pinang,Kelawai,N.08 Kelawai,Kelawai,1,1959,1969,3,False
state|Pulau Pinang|kepala batas,state,Pulau Pinang,Kepala Batas,N.23 Kepala Batas,Kepala Batas,1,1959,1969,3,False
state|Pulau Pinang|komtar,state,Pulau Pinang,Komtar,N.28 Komtar,Komtar,1,2004,2023,5,True
state|Pulau Pinang|kota,state,Pulau Pinang,Kota,N.16 Kota,Kota,1,1959,1969,3,False
state|Pulau Pinang|kubang semang,state,Pulau Pinang,Kubang Semang,N.08 Kubang Semang,Kubang Semang,1,1974,1982,3,False
state|Pulau Pinang|machang bubok,state,Pulau Pinang,Machang Bubok,N.14 Machang Bubok,Machang Bubok,1,1974,1990,5,False
state|Pulau Pinang|machang bubuk,state,Pulau Pinang,Machang Bubuk,N.14 Machang Bubuk,Machang Bubuk,1,1995,2023,7,True
state|Pulau Pinang|mak mandin,state,Pulau Pinang,Mak Mandin,N.08 Mak Mandin,Mak Mandin,1,1986,1990,2,False
state|Pulau Pinang|muda,state,Pulau Pinang,Muda,N.22 Muda,Muda,1,1959,1971,4,False
state|Pulau Pinang|nibong tebal,state,Pulau Pinang,Nibong Tebal,N.07 Nibong Tebal,Nibong Tebal,1,1959,1969,3,False
state|Pulau Pinang|padang kota,state,Pulau Pinang,Padang Kota,N.26 Padang Kota,Padang Kota,1,1974,2023,12,True
state|Pulau Pinang|padang lalang,state,Pulau Pinang,Padang Lalang,N.15 Padang Lalang,Padang Lalang,1,2004,2023,5,True
state|Pulau Pinang|pantai jerejak,state,Pulau Pinang,Pantai Jerejak,N.36 Pantai Jerejak,Pantai Jerejak,1,2004,2023,5,True
state|Pulau Pinang|paya terubong,state,Pulau Pinang,Paya Terubong,N.34 Paya Terubong,Paya Terubong,1,1974,2023,12,True
state|Pulau Pinang|pekan bukit mertajam,state,Pulau Pinang,Pekan Bukit Mertajam,N.11 Pekan Bukit Mertajam,Pekan Bukit Mertajam,1,1974,1982,3,False
state|Pulau Pinang|penaga,state,Pulau Pinang,Penaga,N.01 Penaga,Penaga,1,1974,2023,12,True
state|Pulau Pinang|penanti,state,Pulau Pinang,Penanti,N.12 Penanti,Penanti,1,1974,2023,13,True
state|Pulau Pinang|pengkalan kota,state,Pulau Pinang,Pengkalan Kota,N.27 Pengkalan Kota,Pengkalan Kota,1,1974,2023,13,True
state|Pulau Pinang|perai,state,Pulau Pinang,Perai,N.16 Perai,Perai,1,1995,2023,7,True
state|Pulau Pinang|permatang berangan,state,Pulau Pinang,Permatang Berangan,N.04 Permatang Berangan,Permatang Berangan,1,1995,2023,7,True
state|Pulau Pinang|permatang pasir,state,Pulau Pinang,Permatang Pasir,N.11 Permatang Pasir,Permatang Pasir,1,1986,2023,10,True
state|Pulau Pinang|permatang pauh,state,Pulau Pinang,Permatang Pauh,N.03 Permatang Pauh,Permatang Pauh,1,1959,1969,3,False
state|Pulau Pinang|pinang tunggal,state,Pulau Pinang,Pinang Tunggal,N.03 Pinang Tunggal,Pinang Tunggal,1,1986,2023,9,True
state|Pulau Pinang|prai,state,Pulau Pinang,Prai,N.09 Prai,Prai,1,1986,1991,3,False
state|Pulau Pinang|pulau betong,state,Pulau Pinang,Pulau Betong,N.39 Pulau Betong,Pulau Betong,1,2004,2023,5,True
state|Pulau Pinang|pulau tikus,state,Pulau Pinang,Pulau Tikus,N.25 Pulau Tikus,Pulau Tikus,1,2004,2023,5,True
state|Pulau Pinang|seberang jaya,state,Pulau Pinang,Seberang Jaya,N.10 Seberang Jaya,Seberang Jaya,1,1986,2023,9,True
state|Pulau Pinang|seri delima,state,Pulau Pinang,Seri Delima,N.32 Seri Delima,Seri Delima,1,2004,2023,5,True
state|Pulau Pinang|sungai acheh,state,Pulau Pinang,Sungai Acheh,N.21 Sungai Acheh,Sungai Acheh,1,1974,2023,12,True
state|Pulau Pinang|sungai bakap,state,Pulau Pinang,Sungai Bakap,N.20 Sungai Bakap,Sungai Bakap,1,1974,2024,14,False
state|Pulau Pinang|sungai dua,state,Pulau Pinang,Sungai Dua,N.05 Sungai Dua,Sungai Dua,1,1974,2023,12,True
state|Pulau Pinang|sungai nibong,state,Pulau Pinang,Sungai Nibong,N.17 Sungai Nibong,Sungai Nibong,1,1974,1982,3,False
state|Pulau Pinang|sungai pinang,state,Pulau Pinang,Sungai Pinang,N.30 Sungai Pinang,Sungai Pinang,1,1986,2023,9,True
state|Pulau Pinang|sungai puyu,state,Pulau Pinang,Sungai Puyu,N.07 Sungai Puyu,Sungai Puyu,1,1995,2023,7,True
state|Pulau Pinang|sungei bakap,state,Pulau Pinang,Sungei Bakap,N.06 Sungei Bakap,Sungei Bakap,1,1959,1969,3,False
state|Pulau Pinang|sungei pinang,state,Pulau Pinang,Sungei Pinang,N.26 Sungei Pinang,Sungei Pinang,1,1959,1982,6,False
state|Pulau Pinang|tanjong barat,state,Pulau Pinang,Tanjong Barat,N.19 Tanjong Barat,Tanjong Barat,1,1959,1969,3,False
state|Pulau Pinang|tanjong bunga,state,Pulau Pinang,Tanjong Bunga,N.22 Tanjong Bunga,Tanjong Bunga,1,1974,2023,12,True
state|Pulau Pinang|tanjong bungah,state,Pulau Pinang,Tanjong Bungah,N.10 Tanjong Bungah,Tanjong Bungah,1,1959,1969,3,False
state|Pulau Pinang|tanjong selatan,state,Pulau Pinang,Tanjong Selatan,N.21 Tanjong Selatan,Tanjong Selatan,1,1959,1969,3,False
state|Pulau Pinang|tanjong tengah,state,Pulau Pinang,Tanjong Tengah,N.17 Tanjong Tengah,Tanjong Tengah,1,1959,1969,3,False
state|Pulau Pinang|tanjong utara,state,Pulau Pinang,Tanjong Utara,N.18 Tanjong Utara,Tanjong Utara,1,1959,1969,3,False
state|Pulau Pinang|tasek gelugor,state,Pulau Pinang,Tasek Gelugor,N.03 Tasek Gelugor,Tasek Gelugor,1,1974,1982,3,False
state|Pulau Pinang|tasek glugor,state,Pulau Pinang,Tasek Glugor,N.24 Tasek Glugor,Tasek Glugor,1,1959,1969,3,False
state|Pulau Pinang|telok ayer tawar,state,Pulau Pinang,Telok Ayer Tawar,N.06 Telok Ayer Tawar,Telok Ayer Tawar,1,1986,2023,9,True
state|Pulau Pinang|telok bahang,state,Pulau Pinang,Telok Bahang,N.40 Telok Bahang,Telok Bahang,1,1974,2023,12,True
state|Pulau Pinang|telok kumbar,state,Pulau Pinang,Telok Kumbar,N.32 Telok Kumbar,Telok Kumbar,1,1986,1999,4,False
state|Sabah|apas,state,Sabah,Apas,N.68 Apas,Apas,1,2004,2025,6,True
state|Sabah|api-api,state,Sabah,Api-Api,N.20 Api-Api,Api-Api,1,1985,2025,11,True
state|Sabah|balung,state,Sabah,Balung,N.67 Balung,Balung,1,1967,2025,18,True
state|Sabah|bandar sandakan,state,Sabah,Bandar Sandakan,N.26 Bandar Sandakan,Bandar Sandakan,1,1976,1981,2,False
state|Sabah|bandar tawau,state,Sabah,Bandar Tawau,N.48 Bandar Tawau,Bandar Tawau,1,1976,1981,2,False
state|Sabah|bandau,state,Sabah,Bandau,N.06 Bandau,Bandau,1,2020,2025,2,True
state|Sabah|banggi,state,Sabah,Banggi,N.01 Banggi,Banggi,1,1976,2025,14,True
state|Sabah|beaufort,state,Sabah,Beaufort,N.16 Beaufort,Beaufort,1,1967,1971,2,False
state|Sabah|bengkoka,state,Sabah,Bengkoka,N.02 Bengkoka,Bengkoka,1,1976,2025,9,True
state|Sabah|bengkoka-banggi,state,Sabah,Bengkoka-Banggi,N.02 Bengkoka-Banggi,Bengkoka-Banggi,1,1967,1971,2,False
state|Sabah|bingkor,state,Sabah,Bingkor,N.40 Bingkor,Bingkor,1,1976,2025,13,True
state|Sabah|bongawan,state,Sabah,Bongawan,N.30 Bongawan,Bongawan,1,1967,2025,16,True
state|Sabah|buang sayang,state,Sabah,Buang Sayang,N.33 Buang Sayang,Buang Sayang,1,1985,1994,5,False
state|Sabah|bugaya,state,Sabah,Bugaya,N.66 Bugaya,Bugaya,1,2004,2025,7,True
state|Sabah|darau,state,Sabah,Darau,N.17 Darau,Darau,1,2020,2025,2,True
state|Sabah|elopura,state,Sabah,Elopura,N.55 Elopura,Elopura,1,1967,2025,16,True
state|Sabah|gum-gum,state,Sabah,Gum-Gum,N.50 Gum-Gum,Gum-Gum,1,2004,2025,6,True
state|Sabah|inanam,state,Sabah,Inanam,N.18 Inanam,Inanam,1,1976,2025,14,True
state|Sabah|jesselton bandar,state,Sabah,Jesselton Bandar,N.09 Jesselton Bandar,Jesselton Bandar,1,1967,1971,2,False
state|Sabah|kadamaian,state,Sabah,Kadamaian,N.11 Kadamaian,Kadamaian,1,1985,2025,11,True
state|Sabah|kalabakan,state,Sabah,Kalabakan,N.47 Kalabakan,Kalabakan,1,1999,1999,1,False
state|Sabah|kapayan,state,Sabah,Kapayan,N.25 Kapayan,Kapayan,1,2004,2025,6,True
state|Sabah|karambunai,state,Sabah,Karambunai,N.16 Karambunai,Karambunai,1,2004,2025,6,True
state|Sabah|karamunting,state,Sabah,Karamunting,N.54 Karamunting,Karamunting,1,1976,2025,14,True
state|Sabah|karanaan,state,Sabah,Karanaan,N.37 Karanaan,Karanaan,1,2004,2025,6,True
state|Sabah|kawang,state,Sabah,Kawang,N.28 Kawang,Kawang,1,1976,2025,13,True
state|Sabah|kebayau,state,Sabah,Kebayau,N.09 Kebayau,Kebayau,1,1976,1981,2,False
state|Sabah|kemabong,state,Sabah,Kemabong,N.43 Kemabong,Kemabong,1,1976,2025,14,True
state|Sabah|keningau,state,Sabah,Keningau,N.19 Keningau,Keningau,1,1967,1975,3,False
state|Sabah|kiulu,state,Sabah,Kiulu,N.15 Kiulu,Kiulu,1,1967,2025,16,True
state|Sabah|klias,state,Sabah,Klias,N.32 Klias,Klias,1,1976,2025,13,True
state|Sabah|kota kinabalu,state,Sabah,Kota Kinabalu,N.20 Kota Kinabalu,Kota Kinabalu,1,1976,1981,3,False
state|Sabah|kuala kinabatangan,state,Sabah,Kuala Kinabatangan,N.29 Kuala Kinabatangan,Kuala Kinabatangan,1,1967,1981,5,False
state|Sabah|kuala penyu,state,Sabah,Kuala Penyu,N.33 Kuala Penyu,Kuala Penyu,1,1967,2025,15,True
state|Sabah|kuamut,state,Sabah,Kuamut,N.57 Kuamut,Kuamut,1,1976,2025,13,True
state|Sabah|kudat,state,Sabah,Kudat,N.02 Kudat,Kudat,1,1967,1999,9,False
state|Sabah|kukusan,state,Sabah,Kukusan,N.70 Kukusan,Kukusan,1,2020,2025,2,True
state|Sabah|kunak,state,Sabah,Kunak,N.63 Kunak,Kunak,1,1976,2025,14,True
state|Sabah|kundasang,state,Sabah,Kundasang,N.36 Kundasang,Kundasang,1,1976,2025,13,True
state|Sabah|labuan,state,Sabah,Labuan,N.34 Labuan,Labuan,1,1967,1981,5,False
state|Sabah|labuk,state,Sabah,Labuk,N.49 Labuk,Labuk,1,1967,2025,15,True
state|Sabah|lahad datu,state,Sabah,Lahad Datu,N.50 Lahad Datu,Lahad Datu,1,1967,2018,13,False
state|Sabah|lamag,state,Sabah,Lamag,N.58 Lamag,Lamag,1,1967,2026,5,False
state|Sabah|langkon,state,Sabah,Langkon,N.06 Langkon,Langkon,1,1967,1994,8,False
state|Sabah|liawan,state,Sabah,Liawan,N.41 Liawan,Liawan,1,2004,2025,6,True
state|Sabah|likas,state,Sabah,Likas,N.19 Likas,Likas,1,1976,2025,14,True
state|Sabah|limbahau,state,Sabah,Limbahau,N.27 Limbahau,Limbahau,1,2020,2025,2,True
state|Sabah|lumadan,state,Sabah,Lumadan,N.34 Lumadan,Lumadan,1,1976,2025,14,True
state|Sabah|luyang,state,Sabah,Luyang,N.21 Luyang,Luyang,1,2004,2025,6,True
state|Sabah|matunggong,state,Sabah,Matunggong,N.05 Matunggong,Matunggong,1,1976,2025,15,True
state|Sabah|melalap,state,Sabah,Melalap,N.42 Melalap,Melalap,1,1999,2025,7,True
state|Sabah|membakut,state,Sabah,Membakut,N.31 Membakut,Membakut,1,2004,2025,6,True
state|Sabah|merotai,state,Sabah,Merotai,N.72 Merotai,Merotai,1,1967,2025,15,True
state|Sabah|moyog,state,Sabah,Moyog,N.26 Moyog,Moyog,1,1967,2025,16,True
state|Sabah|nabawan,state,Sabah,Nabawan,N.46 Nabawan,Nabawan,1,1985,2025,10,True
state|Sabah|paginatan,state,Sabah,Paginatan,N.38 Paginatan,Paginatan,1,2004,2025,6,True
state|Sabah|pantai dalit,state,Sabah,Pantai Dalit,N.13 Pantai Dalit,Pantai Dalit,1,2020,2025,2,True
state|Sabah|pantai manis,state,Sabah,Pantai Manis,N.29 Pantai Manis,Pantai Manis,1,1999,2025,7,True
state|Sabah|papar,state,Sabah,Papar,N.31 Papar,Papar,1,1967,1981,5,False
state|Sabah|pensiangan,state,Sabah,Pensiangan,N.29 Pensiangan,Pensiangan,1,1976,1999,3,False
state|Sabah|pensiangan-sook,state,Sabah,Pensiangan-Sook,N.20 Pensiangan-Sook,Pensiangan-Sook,1,1967,1971,2,False
state|Sabah|petagas,state,Sabah,Petagas,N.23 Petagas,Petagas,1,1985,2025,11,True
state|Sabah|pintasan,state,Sabah,Pintasan,N.08 Pintasan,Pintasan,1,2020,2025,2,True
state|Sabah|pitas,state,Sabah,Pitas,N.03 Pitas,Pitas,1,2004,2025,6,True
state|Sabah|ranau,state,Sabah,Ranau,N.26 Ranau,Ranau,1,1967,1999,12,False
state|Sabah|sandakan bandar,state,Sabah,Sandakan Bandar,N.23 Sandakan Bandar,Sandakan Bandar,1,1967,1971,2,False
state|Sabah|sebatik,state,Sabah,Sebatik,N.73 Sebatik,Sebatik,1,2004,2025,6,True
state|Sabah|segama,state,Sabah,Segama,N.61 Segama,Segama,1,2020,2025,2,True
state|Sabah|sekong,state,Sabah,Sekong,N.53 Sekong,Sekong,1,1976,2025,13,True
state|Sabah|semawang,state,Sabah,Semawang,N.11 Semawang,Semawang,1,1976,1981,2,False
state|Sabah|sembulan,state,Sabah,Sembulan,N.15 Sembulan,Sembulan,1,1985,1999,5,False
state|Sabah|semporna,state,Sabah,Semporna,N.42 Semporna,Semporna,1,1967,1981,4,False
state|Sabah|senallang,state,Sabah,Senallang,N.65 Senallang,Senallang,1,1999,2025,7,True
state|Sabah|silam,state,Sabah,Silam,N.62 Silam,Silam,1,2020,2025,2,True
state|Sabah|sindumin,state,Sabah,Sindumin,N.35 Sindumin,Sindumin,1,1999,2025,7,True
state|Sabah|sipitang,state,Sabah,Sipitang,N.38 Sipitang,Sipitang,1,1976,1994,7,False
state|Sabah|sipitang-ulu padas,state,Sabah,Sipitang-Ulu Padas,N.18 Sipitang-Ulu Padas,Sipitang-Ulu Padas,1,1967,1971,2,False
state|Sabah|sook,state,Sabah,Sook,N.45 Sook,Sook,1,1976,2025,12,True
state|Sabah|sorob,state,Sabah,Sorob,N.06 Sorob,Sorob,1,1967,1971,2,False
state|Sabah|sri tanjong,state,Sabah,Sri Tanjong,N.69 Sri Tanjong,Sri Tanjong,1,1999,2025,7,True
state|Sabah|sri tanjung,state,Sabah,Sri Tanjung,N.44 Sri Tanjung,Sri Tanjung,1,1985,1994,4,False
state|Sabah|sugut,state,Sabah,Sugut,N.48 Sugut,Sugut,1,1967,2025,16,True
state|Sabah|sukau,state,Sabah,Sukau,N.59 Sukau,Sukau,1,1985,2025,12,True
state|Sabah|sulabayan,state,Sabah,Sulabayan,N.64 Sulabayan,Sulabayan,1,1985,2025,13,True
state|Sabah|sulaman,state,Sabah,Sulaman,N.12 Sulaman,Sulaman,1,1967,2025,16,True
state|Sabah|sungai manila,state,Sabah,Sungai Manila,N.51 Sungai Manila,Sungai Manila,1,2020,2025,2,True
state|Sabah|sungai sibuga,state,Sabah,Sungai Sibuga,N.52 Sungai Sibuga,Sungai Sibuga,1,1985,2025,11,True
state|Sabah|tambunan,state,Sabah,Tambunan,N.39 Tambunan,Tambunan,1,1967,2025,16,True
state|Sabah|tamparuli,state,Sabah,Tamparuli,N.14 Tamparuli,Tamparuli,1,1976,2025,14,True
state|Sabah|tandek,state,Sabah,Tandek,N.07 Tandek,Tandek,1,1967,2025,16,True
state|Sabah|tanjong aru,state,Sabah,Tanjong Aru,N.17 Tanjong Aru,Tanjong Aru,1,1967,2018,9,False
state|Sabah|tanjong batu,state,Sabah,Tanjong Batu,N.59 Tanjong Batu,Tanjong Batu,1,2004,2018,4,False
state|Sabah|tanjong kapor,state,Sabah,Tanjong Kapor,N.04 Tanjong Kapor,Tanjong Kapor,1,2004,2025,6,True
state|Sabah|tanjong papat,state,Sabah,Tanjong Papat,N.56 Tanjong Papat,Tanjong Papat,1,1985,2025,11,True
state|Sabah|tanjung aru,state,Sabah,Tanjung Aru,N.22 Tanjung Aru,Tanjung Aru,1,2020,2025,2,True
state|Sabah|tanjung batu,state,Sabah,Tanjung Batu,N.71 Tanjung Batu,Tanjung Batu,1,2020,2025,2,True
state|Sabah|tanjung keramat,state,Sabah,Tanjung Keramat,N.24 Tanjung Keramat,Tanjung Keramat,1,2020,2025,2,True
state|Sabah|telupid,state,Sabah,Telupid,N.47 Telupid,Telupid,1,2020,2025,2,True
state|Sabah|tempasuk,state,Sabah,Tempasuk,N.09 Tempasuk,Tempasuk,1,1976,2025,13,True
state|Sabah|tenom,state,Sabah,Tenom,N.39 Tenom,Tenom,1,1967,1994,8,False
state|Sabah|tulid,state,Sabah,Tulid,N.44 Tulid,Tulid,1,2020,2025,2,True
state|Sabah|tungku,state,Sabah,Tungku,N.60 Tungku,Tungku,1,2004,2025,6,True
state|Sabah|usukan,state,Sabah,Usukan,N.10 Usukan,Usukan,1,1967,2025,18,True
state|Sarawak|asajaya,state,Sarawak,Asajaya,N.15 Asajaya,Asajaya,1,1991,2021,7,False
state|Sarawak|ba'kelalan,state,Sarawak,Ba'kelalan,N.81 Ba'kelalan,Ba'kelalan,1,1996,2021,7,False
state|Sarawak|balai ringin,state,Sarawak,Balai Ringin,N.30 Balai Ringin,Balai Ringin,1,2006,2021,4,False
state|Sarawak|baleh,state,Sarawak,Baleh,N.64 Baleh,Baleh,1,1969,2021,12,False
state|Sarawak|balingian,state,Sarawak,Balingian,N.58 Balingian,Balingian,1,1969,2021,14,False
state|Sarawak|batang ai,state,Sarawak,Batang Ai,N.34 Batang Ai,Batang Ai,1,2016,2021,2,False
state|Sarawak|batang air,state,Sarawak,Batang Air,N.29 Batang Air,Batang Air,1,1979,2011,10,False
state|Sarawak|batu danau,state,Sarawak,Batu Danau,N.80 Batu Danau,Batu Danau,1,2006,2021,4,False
state|Sarawak|batu kawah,state,Sarawak,Batu Kawah,N.14 Batu Kawah,Batu Kawah,1,1969,2021,13,False
state|Sarawak|batu kitang,state,Sarawak,Batu Kitang,N.13 Batu Kitang,Batu Kitang,1,2016,2021,2,False
state|Sarawak|batu lintang,state,Sarawak,Batu Lintang,N.11 Batu Lintang,Batu Lintang,1,1991,2021,7,False
state|Sarawak|bau,state,Sarawak,Bau,N.02 Bau,Bau,1,1969,1974,2,False
state|Sarawak|bawang assan,state,Sarawak,Bawang Assan,N.53 Bawang Assan,Bawang Assan,1,1991,2021,7,False
state|Sarawak|bekenu,state,Sarawak,Bekenu,N.71 Bekenu,Bekenu,1,2006,2021,4,False
state|Sarawak|beladin,state,Sarawak,Beladin,N.19 Beladin,Beladin,1,1991,1991,1,False
state|Sarawak|belaga,state,Sarawak,Belaga,N.65 Belaga,Belaga,1,1969,2021,12,False
state|Sarawak|belawai,state,Sarawak,Belawai,N.35 Belawai,Belawai,1,1991,2011,5,False
